83,0000001556.jpg,10002,0.98895746,1475,2769,1927,3230
84,0000001556.jpg,10002,0.99472296,2067,2827,2524,3299
85,0000001556.jpg,10002,0.99153125,2633,2857,3089,3334
86,0000001556.jpg,10002,0.98848814,3265,2849,3748,3341
87,0000001556.jpg,10002,0.9955585,3920,2872,4272,3190
88,0000001556.jpg,10002,0.9973864,4503,2902,5054,3371
89,0000001560.jpg,10002,0.98084223,113,800,402,1164
90,0000001560.jpg,10002,0.99403054,448,760,945,1257
91,0000001560.jpg,10002,0.9917706,1112,777,1444,1120
92,0000001560.jpg,10002,0.9870303,1685,841,2023,1195
93,0000001560.jpg,10002,0.9777625,2148,856,2656,1341
94,0000001560.jpg,10002,0.9819402,2713,750,3183,1252
95,0000001560.jpg,10002,0.9885874,3282,767,3678,1137
96,0000001560.jpg,10002,0.9929762,4059,791,4426,1164
97,0000001560.jpg,10002,0.99703443,4585,861,5122,1394
98,0000001560.jpg,10002,0.9924562,285,1731,596,2045
99,0000001560.jpg,10002,0.9963825,312,2710,782,3175
100,0000001560.jpg,10002,0.99538344,766,1728,1219,2210
101,0000001560.jpg,10002,0.9937936,1395,1809,1859,2309
102,0000001560.jpg,10002,0.9935813,2109,1721,2447,2056
103,0000001560.jpg,10002,0.92263293,2663,1780,3014,2127
104,0000001560.jpg,10002,0.9957014,3164,1852,3661,2337
105,0000001560.jpg,10002,0.9961212,3882,1858,4423,2356
106,0000001560.jpg,10002,0.996908,4598,1851,5107,2376
107,0000001560.jpg,10002,0.97981536,882,2723,1290,3215
108,0000001560.jpg,10002,0.99365133,1461,2724,1922,3197
109,0000001560.jpg,10002,0.9961294,2053,2811,2516,3273
110,0000001560.jpg,10002,0.9860454,2603,2832,3078,3310
111,0000001560.jpg,10002,0.9952266,3261,2818,3750,3334
112,0000001560.jpg,10002,0.98690635,3923,2864,4247,3142
113,0000001560.jpg,10002,0.9945815,4492,2880,5030,3375
114,0000001544.jpg,10002,0.99800164,178,975,768,1610
115,0000001544.jpg,10002,0.9982527,485,2771,1089,3407
116,0000001544.jpg,10002,0.9981755,895,897,1845,1846
117,0000001544.jpg,10002,0.9987212,1445,2719,2361,3668
118,0000001544.jpg,10002,0.9982311,2180,921,2815,1567
119,0000001544.jpg,10002,0.99904746,2680,2877,3557,3757
120,0000001544.jpg,10002,0.9972063,3296,1058,3897,1680
121,0000001544.jpg,10002,0.99890745,3918,2601,4549,3259
122,0000001544.jpg,10002,0.999161,4160,1021,5107,1983
123,0000001568.jpg,10002,0.9986823,70,2619,815,3327
124,0000001568.jpg,10002,0.99856097,689,939,1524,1800
125,0000001568.jpg,10002,0.99794084,1099,2598,1812,3353
126,0000001568.jpg,10002,0.9986645,1738,870,2574,1753
127,0000001568.jpg,10002,0.99865806,2084,2598,2848,3330
128,0000001568.jpg,10002,0.99738926,2823,1065,3393,1661
129,0000001568.jpg,10002,0.9943032,3030,2565,3501,3055
130,0000001568.jpg,10002,0.99861157,3826,866,4684,1740
131,0000001568.jpg,10002,0.9972579,3857,2623,4376,3115
132,0000001539.jpg,10002,0.99810517,45,621,851,1472
133,0000001539.jpg,10002,0.99808747,141,2299,694,2896
134,0000001539.jpg,10002,0.9963955,1041,2427,1581,3009
135,0000001539.jpg,10002,0.99838626,1073,549,1849,1361
136,0000001539.jpg,10002,0.99884003,1951,2474,2720,3238
137,0000001539.jpg,10002,0.9972274,2043,667,2833,1479
138,0000001539.jpg,10002,0.997445,3298,655,3854,1211
139,0000001539.jpg,10002,0.9988047,3933,2459,4681,3187
140,0000001539.jpg,10002,0.9987373,4112,566,4946,1459
141,0000001539.jpg,10002,0.996525,2998,2480,3512,3008
142,0000001555.jpg,10002,0.99790823,42,1010,585,1504
143,0000001555.jpg,10002,0.99867225,368,2565,1058,3194
144,0000001555.jpg,10002,0.9981793,879,952,1575,1689
145,0000001555.jpg,10002,0.9979469,1269,2548,1897,3144
146,0000001555.jpg,10002,0.9985807,1869,890,2576,1628
147,0000001555.jpg,10002,0.99815327,2215,2540,2831,3161
148,0000001555.jpg,10002,0.99808085,2887,830,3369,1381
149,0000001555.jpg,10002,0.99863654,3794,893,4470,1587
150,0000001555.jpg,10002,0.99761045,3878,2540,4334,2919
151,0000001555.jpg,10002,0.99629813,3132,2567,3571,2954
152,0000001552.jpg,10002,0.9045227,959,1574,1175,1759
153,0000001552.jpg,10002,0.88156337,1146,1551,1393,1802
154,0000001552.jpg,10002,0.9458041,1488,1590,1680,1743
155,0000001552.jpg,10002,0.6708142,2283,1587,2481,1792
156,0000001552.jpg,10002,0.9339245,2411,1559,2652,1742
157,0000001552.jpg,10002,0.9435395,2612,1566,2795,1730
158,0000001552.jpg,10002,0.92380893,3042,1586,3243,1757
159,0000001552.jpg,10002,0.8154961,3236,1585,3508,1841
160,0000001552.jpg,10002,0.59246194,1128,2067,1425,2309
161,0000001552.jpg,10002,0.9602992,1344,2076,1589,2332
162,0000001552.jpg,10002,0.9124254,1612,1600,1778,1735
163,0000001552.jpg,10002,0.9799672,1802,1607,1965,1755
164,0000001552.jpg,10002,0.8990363,1888,1598,2071,1786
165,0000001552.jpg,10002,0.8781613,2064,1619,2267,1808
166,0000001552.jpg,10002,0.6412576,2955,1593,3112,1747
167,0000001552.jpg,10002,0.92439383,1046,2094,1233,2274
168,0000001552.jpg,10002,0.8620037,1720,2113,1957,2312
169,0000001552.jpg,10002,0.94558877,2645,2087,2894,2310
170,0000001552.jpg,10002,0.5748179,2875,2091,3098,2269
171,0000001552.jpg,10002,0.9465978,3005,2100,3213,2284
172,0000001552.jpg,10002,0.98696613,3284,2575,3551,2787
173,0000001549.jpg,10002,0.99834466,37,634,845,1502
174,0000001549.jpg,10002,0.9980567,119,2334,664,2931
175,0000001549.jpg,10002,0.99684805,1012,2457,1569,3018
176,0000001549.jpg,10002,0.99844307,1072,568,1849,1404
177,0000001549.jpg,10002,0.997154,2033,713,2819,1517
178,0000001549.jpg,10002,0.99656844,2986,2506,3504,3064
179,0000001549.jpg,10002,0.9977496,3287,694,3845,1256
180,0000001549.jpg,10002,0.99908113,3907,2504,4674,3220
181,0000001549.jpg,10002,0.99874985,4110,617,4945,1491
182,0000001549.jpg,10002,0.9989624,1933,2513,2710,3279
183,0000001667.jpg,10002,0.9962871,199,966,785,1610
184,0000001667.jpg,10002,0.99840266,501,2760,1116,3400
185,0000001667.jpg,10002,0.99798787,908,889,1861,1841
186,0000001667.jpg,10002,0.99850523,1456,2725,2394,3640
187,0000001667.jpg,10002,0.99814796,2207,918,2833,1570
188,0000001667.jpg,10002,0.9988937,2690,2878,3621,3727
189,0000001667.jpg,10002,0.9980646,3315,1054,3930,1681
190,0000001667.jpg,10002,0.99871004,3941,2600,4574,3257
191,0000001667.jpg,10002,0.99856204,4168,1012,5153,1979
